0.000000	0.949020	0.857517
0.000000	0.949020	0.936602
0.000000	0.882368	0.949020
0.000000	0.803268	0.949020
0.000000	0.645106	0.949020
0.000000	0.566013	0.949020
0.000000	0.486928	0.949020
0.000000	0.407843	0.949020
0.000000	0.328758	0.949020
0.000000	0.170603	0.949020
0.000000	0.091503	0.949020
0.000000	0.012418	0.949020
0.066652	0.000000	0.949020
0.303907	0.000000	0.949020
0.462092	0.000000	0.949020
0.620262	0.000000	0.949020
0.778432	0.000000	0.949020
0.857517	0.000000	0.949020
0.936602	0.000000	0.949020
0.949020	0.000000	0.882353
0.949020	0.000000	0.645098
0.949020	0.000000	0.566013
0.949020	0.000000	0.486928
0.949020	0.000000	0.407843
0.949020	0.000000	0.249671
0.949020	0.000000	0.012418
0.949020	0.000000	0.091503
0.949020	0.000000	0.170588
0.949020	0.066667	0.000000
0.949020	0.145754	0.000000
0.949020	0.224837	0.000000
0.949020	0.303922	0.000000
0.949020	0.383007	0.000000
0.949020	0.462092	0.000000
0.949020	0.541176	0.000000
0.949020	0.699347	0.000000
0.949020	0.778423	0.000000
0.949020	0.778432	0.000000
0.949020	0.857516	0.000000
0.949020	0.936602	0.000000
0.882368	0.949020	0.000000
0.724183	0.949020	0.000000
0.566013	0.949020	0.000000
0.486928	0.949020	0.000000
0.407843	0.949020	0.000000
0.328758	0.949020	0.000000
0.249673	0.949020	0.000000
0.091503	0.949020	0.000000
0.012418	0.949020	0.000000
0.000000	0.949020	0.066666
0.000000	0.949020	0.224837
0.000000	0.949020	0.303922
0.000000	0.949020	0.383007
0.000000	0.949020	0.462092
0.166410	0.166409	0.166409
0.244092	0.244091	0.244091
0.311764	0.311762	0.311763
0.382040	0.382038	0.382039
0.454659	0.454657	0.454657
0.529412	0.529412	0.529412
0.606135	0.606132	0.606133
0.627182	0.627179	0.627180
0.706202	0.706198	0.706200
0.786899	0.786895	0.786896
0.869175	0.869170	0.869173
0.952941	0.952941	0.952941
